cell_id	donor_id	cytotoxicity	treg_activation	central_memory	scaled_age	sex	scaled_log_nUMI	percent_mito	gPC1	gPC2	gPC3	gPC4	gPC5	ePC1	ePC2	ePC3	ePC4	ePC5
cell_000414	donor_030	-1.086568	0.336401	-0.915823	1.334525	M	2.420279	0.05002	-0.006892	0.01804	-0.025423	0.023426	-0.000179	1.071009	0.778984	1.018074	1.417986	0.308232
cell_000415	donor_030	-0.671912	1.477394	-0.542558	1.334525	M	1.539052	0.04669	-0.006892	0.01804	-0.025423	0.023426	-0.000179	-0.457049	0.147219	-0.339053	2.521552	-0.532657
cell_000416	donor_030	0.462212	-1.871218	1.862318	1.334525	M	1.980253	0.06449	-0.006892	0.01804	-0.025423	0.023426	-0.000179	0.483141	-1.500866	0.132818	-0.287104	0.675685
cell_000417	donor_030	0.602652	-0.182500	0.575547	1.334525	M	1.769644	0.05881	-0.006892	0.01804	-0.025423	0.023426	-0.000179	0.701753	1.416998	1.337569	-0.066305	-0.944386
cell_000418	donor_031	-1.409819	1.182531	-0.323985	0.857661	M	1.509582	0.02982	-0.00096	-0.01386	-0.024557	-0.033333	-0.015256	-0.827106	0.302738	0.157786	0.257927	-0.53511
cell_000419	donor_031	-0.204070	-0.491656	-0.580651	0.857661	M	1.972996	0.09217	-0.00096	-0.01386	-0.024557	-0.033333	-0.015256	1.437237	-1.472684	-0.590465	-1.077107	-0.208973
cell_000420	donor_031	0.694671	0.255907	0.651748	0.857661	M	2.693171	0.05702	-0.00096	-0.01386	-0.024557	-0.033333	-0.015256	1.246566	-0.287754	0.101477	0.664243	-0.335316
cell_000421	donor_031	-0.008795	0.513200	-0.418849	0.857661	M	1.658836	0.04081	-0.00096	-0.01386	-0.024557	-0.033333	-0.015256	0.382628	0.250756	-1.130809	-0.464315	0.354586
cell_000422	donor_031	2.229732	-1.567930	1.260937	0.857661	M	1.949018	0.01006	-0.00096	-0.01386	-0.024557	-0.033333	-0.015256	1.282192	1.28126	2.095487	0.485457	-0.413315
cell_000423	donor_031	1.367907	-0.852159	2.229274	0.857661	M	1.475107	0.0006	-0.00096	-0.01386	-0.024557	-0.033333	-0.015256	-0.063952	-0.113765	-0.40788	0.382955	0.429488
cell_000424	donor_031	0.995490	0.971139	0.028022	0.857661	M	1.416309	0.0011	-0.00096	-0.01386	-0.024557	-0.033333	-0.015256	-1.173757	1.08817	-1.836804	-0.222482	1.149315
cell_000425	donor_031	-0.217226	-0.209409	0.390531	0.857661	M	1.685099	0.01133	-0.00096	-0.01386	-0.024557	-0.033333	-0.015256	0.607391	-0.356974	1.968824	-0.440074	-2.001951
cell_000426	donor_031	1.401186	0.181314	-0.911444	0.857661	M	1.820007	0.05755	-0.00096	-0.01386	-0.024557	-0.033333	-0.015256	0.45274	-1.778514	-0.831449	0.62275	-0.460858
cell_000427	donor_031	0.824427	0.921151	0.654660	0.857661	M	1.837767	0.03974	-0.00096	-0.01386	-0.024557	-0.033333	-0.015256	0.58061	-1.158099	0.85848	-1.690946	1.318632
cell_000428	donor_031	0.745499	-0.270928	-0.928989	0.857661	M	1.90959	0.01773	-0.00096	-0.01386	-0.024557	-0.033333	-0.015256	-0.475356	1.531159	-0.840512	1.924765	-0.957661
cell_000429	donor_031	-0.868193	-1.635463	0.236949	0.857661	M	1.340667	0.02728	-0.00096	-0.01386	-0.024557	-0.033333	-0.015256	-1.793949	0.043103	1.233989	0.790789	1.162971
cell_000430	donor_031	-0.083449	-0.439988	-2.955619	0.857661	M	1.749622	0.02485	-0.00096	-0.01386	-0.024557	-0.033333	-0.015256	0.81052	-0.820268	0.766417	0.092834	-0.709731
cell_000431	donor_032	-1.247317	1.120841	-0.664626	-0.730027	M	2.200703	0.046	0.011753	-0.019226	-0.030969	-0.018181	-0.007697	0.179354	-0.056326	1.415993	-0.514877	-0.561618
cell_000432	donor_032	0.360592	-1.390685	1.438705	-0.730027	M	1.456702	0.01242	0.011753	-0.019226	-0.030969	-0.018181	-0.007697	-0.698639	1.896848	-0.642686	1.296838	-1.031388
cell_000433	donor_032	-0.144028	0.290040	2.325780	-0.730027	M	1.857942	0.03699	0.011753	-0.019226	-0.030969	-0.018181	-0.007697	0.506624	0.262509	1.233368	1.088379	0.08189
cell_000434	donor_032	1.516440	-0.306566	-0.593220	-0.730027	M	2.117138	0.036	0.011753	-0.019226	-0.030969	-0.018181	-0.007697	-0.537076	1.624962	-0.636947	-2.267724	-1.858565
cell_000435	donor_032	-0.325545	0.509898	-0.105224	-0.730027	M	1.687093	0.01302	0.011753	-0.019226	-0.030969	-0.018181	-0.007697	-1.615061	0.595696	2.214468	-2.039961	-0.782555
cell_000436	donor_032	-0.395244	1.467181	-0.114210	-0.730027	M	2.13661	0.06176	0.011753	-0.019226	-0.030969	-0.018181	-0.007697	0.089026	1.545507	-0.787938	0.5908	-0.250089
cell_000437	donor_032	2.299589	0.090743	1.785318	-0.730027	M	1.391549	0.02409	0.011753	-0.019226	-0.030969	-0.018181	-0.007697	2.607162	0.14454	0.355689	0.084257	-0.414687
cell_000438	donor_032	0.357319	0.962961	-0.724611	-0.730027	M	2.35538	0.01014	0.011753	-0.019226	-0.030969	-0.018181	-0.007697	0.94987	-1.159028	-2.001962	-0.150195	0.815564
cell_000439	donor_032	-0.853759	0.459706	0.988553	-0.730027	M	2.14632	0.04706	0.011753	-0.019226	-0.030969	-0.018181	-0.007697	-0.580777	0.186491	-1.220696	1.062663	0.65191
cell_000440	donor_032	0.040257	-1.286393	-1.360258	-0.730027	M	2.022266	0.03109	0.011753	-0.019226	-0.030969	-0.018181	-0.007697	0.019728	0.16873	-1.393575	-1.348893	-0.121991
cell_000441	donor_032	-1.427136	-1.767622	0.109485	-0.730027	M	2.449927	0.03817	0.011753	-0.019226	-0.030969	-0.018181	-0.007697	0.513735	0.564379	-0.362933	0.745378	1.420792
cell_000442	donor_033	1.125044	-0.013416	-2.260415	0.60009	F	1.86826	0.00631	-0.00691	-0.002578	0.020652	0.024985	0.040109	-0.088667	0.309664	-0.207854	-0.126306	0.169564
cell_000443	donor_033	-0.190760	-0.162799	2.095999	0.60009	F	1.752858	0.04625	-0.00691	-0.002578	0.020652	0.024985	0.040109	1.703264	0.915276	0.825184	-0.453743	-0.898175
cell_000444	donor_033	-1.457138	-0.390678	1.705853	0.60009	F	2.549018	0.07345	-0.00691	-0.002578	0.020652	0.024985	0.040109	0.389535	1.243745	1.723404	-2.452637	2.446388
cell_000445	donor_033	0.449978	0.563313	0.114584	0.60009	F	2.736306	0.00474	-0.00691	-0.002578	0.020652	0.024985	0.040109	0.416987	0.90893	-1.739944	-0.236906	0.822848
cell_000446	donor_033	0.329944	0.777610	-0.809486	0.60009	F	1.722625	0.03708	-0.00691	-0.002578	0.020652	0.024985	0.040109	-1.174748	-2.888311	0.335505	-0.049783	1.441337
cell_000447	donor_033	0.878059	-1.373003	0.328368	0.60009	F	1.954503	0.01429	-0.00691	-0.002578	0.020652	0.024985	0.040109	-0.159918	-0.086719	0.697678	1.03352	-0.708748
cell_000448	donor_033	0.178741	-0.616293	-0.022685	0.60009	F	2.418017	0.08379	-0.00691	-0.002578	0.020652	0.024985	0.040109	0.944499	-0.521734	0.016522	0.67077	0.845136
cell_000449	donor_033	-0.622540	-1.071701	-0.353615	0.60009	F	1.968742	0.05479	-0.00691	-0.002578	0.020652	0.024985	0.040109	0.318315	-1.080555	-1.870255	-0.187956	0.971285
cell_000450	donor_033	-1.103989	0.322797	-1.150085	0.60009	F	2.237835	0.03564	-0.00691	-0.002578	0.020652	0.024985	0.040109	0.449697	0.242033	-0.007027	0.309102	-0.994091
cell_000451	donor_033	0.711977	-1.181479	-0.566295	0.60009	F	2.312161	0.00544	-0.00691	-0.002578	0.020652	0.024985	0.040109	0.780202	0.846306	-0.355266	0.437008	-1.716549
cell_000452	donor_034	-0.624603	1.325147	0.330290	1.867474	M	1.775078	0.01028	-0.032498	-0.017118	0.01397	-0.009081	0.017216	0.180048	-0.133125	1.259233	-0.198643	0.868665
cell_000453	donor_034	-0.211734	0.498719	-2.107192	1.867474	M	2.16771	0.04493	-0.032498	-0.017118	0.01397	-0.009081	0.017216	-0.391173	-2.286101	-0.225536	0.196757	0.150838
cell_000454	donor_034	-0.043134	1.997514	0.132347	1.867474	M	1.997523	0.00275	-0.032498	-0.017118	0.01397	-0.009081	0.017216	0.165951	-0.506454	-0.323728	-1.126344	-1.996606
cell_000455	donor_034	0.067913	0.548128	0.895605	1.867474	M	1.513253	0.00338	-0.032498	-0.017118	0.01397	-0.009081	0.017216	-0.106459	-0.745203	1.079836	-2.181984	0.291019
cell_000456	donor_034	-1.997467	-1.682326	0.210291	1.867474	M	1.604139	0.03018	-0.032498	-0.017118	0.01397	-0.009081	0.017216	2.121487	-0.182846	-0.002748	0.426347	0.504519
cell_000457	donor_034	-0.714877	1.312025	-0.315174	1.867474	M	1.739033	0.03267	-0.032498	-0.017118	0.01397	-0.009081	0.017216	-0.408507	-1.008296	0.652721	-1.908061	0.832228
cell_000458	donor_034	-1.934531	-1.268014	-2.749676	1.867474	M	2.371408	0.0376	-0.032498	-0.017118	0.01397	-0.009081	0.017216	-0.391799	0.003085	-0.525608	1.430883	0.249011
cell_000459	donor_034	-0.234126	-0.188384	-0.424463	1.867474	M	2.384543	0.02121	-0.032498	-0.017118	0.01397	-0.009081	0.017216	-0.321738	-0.349903	-0.148157	2.39694	-1.317088
cell_000460	donor_034	1.078879	1.198520	-0.170388	1.867474	M	2.299965	0.0484	-0.032498	-0.017118	0.01397	-0.009081	0.017216	1.082882	0.568105	1.539812	0.629067	0.003363
cell_000461	donor_034	-2.134694	0.617282	0.555360	1.867474	M	2.176044	0.01276	-0.032498	-0.017118	0.01397	-0.009081	0.017216	1.020028	0.229769	0.754956	1.428219	0.09252
cell_000462	donor_034	0.309392	0.981480	-1.164828	1.867474	M	2.165131	0.04253	-0.032498	-0.017118	0.01397	-0.009081	0.017216	-0.424385	-0.643812	0.45054	-0.878168	-0.349805
cell_000463	donor_034	2.008755	-0.959428	0.749223	1.867474	M	2.111024	0.03428	-0.032498	-0.017118	0.01397	-0.009081	0.017216	-0.967569	0.508339	-0.752156	-1.286733	-1.110775
cell_000464	donor_034	-1.687348	-0.930265	1.516369	1.867474	M	2.163039	0.04201	-0.032498	-0.017118	0.01397	-0.009081	0.017216	-0.571088	-0.480301	0.251453	-0.161623	0.370311
cell_000465	donor_034	-0.260900	0.839923	0.236955	1.867474	M	2.190145	0.05364	-0.032498	-0.017118	0.01397	-0.009081	0.017216	0.450613	0.7405	-1.907825	-1.127223	0.554887
cell_000466	donor_035	-0.104958	1.363850	-0.236659	-0.887292	F	1.438231	0.02089	0.004142	0.031584	0.020854	0.02122	-0.008237	0.211412	0.976933	-1.544018	-0.475155	-0.29638
cell_000467	donor_035	-1.780738	-0.803240	0.551192	-0.887292	F	1.683901	0.01678	0.004142	0.031584	0.020854	0.02122	-0.008237	0.166564	0.035877	0.469078	-0.114654	1.372336
cell_000468	donor_035	0.395509	-1.567058	-0.724343	-0.887292	F	1.588431	0.00377	0.004142	0.031584	0.020854	0.02122	-0.008237	1.691209	-1.117897	0.045111	0.797994	0.585328
cell_000469	donor_035	-0.581721	-0.365470	-1.375914	-0.887292	F	2.442858	0.01038	0.004142	0.031584	0.020854	0.02122	-0.008237	-0.407844	0.254865	-1.583458	-0.019142	-1.460304
cell_000470	donor_035	-0.628371	-0.728610	0.771533	-0.887292	F	2.66164	0.02648	0.004142	0.031584	0.020854	0.02122	-0.008237	0.507979	-1.115958	0.163033	0.319196	0.075864
cell_000471	donor_035	0.809121	-0.145810	-0.392040	-0.887292	F	1.132381	0.02785	0.004142	0.031584	0.020854	0.02122	-0.008237	-0.631953	-0.210368	1.181072	-0.424608	0.02143
cell_000472	donor_035	0.139924	-0.816575	-1.146832	-0.887292	F	2.625926	0.00828	0.004142	0.031584	0.020854	0.02122	-0.008237	-0.556789	1.020427	0.077831	-0.763974	0.007125
cell_000473	donor_035	-0.940221	-0.634813	-1.163474	-0.887292	F	2.034689	0.01258	0.004142	0.031584	0.020854	0.02122	-0.008237	-0.241032	1.392582	-0.044688	-1.382749	0.498633
cell_000474	donor_035	0.162060	0.729716	-1.587098	-0.887292	F	2.405088	0.06047	0.004142	0.031584	0.020854	0.02122	-0.008237	1.786087	1.196931	-1.102934	-0.268728	-0.030683
cell_000475	donor_035	0.025129	-0.219936	0.341509	-0.887292	F	2.202587	0.04752	0.004142	0.031584	0.020854	0.02122	-0.008237	-0.018549	0.380962	-0.344101	-0.915624	0.9518
cell_000476	donor_035	-0.012939	-1.453599	-1.262389	-0.887292	F	2.576158	0.00477	0.004142	0.031584	0.020854	0.02122	-0.008237	-1.123566	-0.802117	-1.129781	0.612212	0.106471
cell_000477	donor_035	0.029424	1.028781	-2.214187	-0.887292	F	2.083897	0.02115	0.004142	0.031584	0.020854	0.02122	-0.008237	0.883504	-0.785193	-1.253013	-0.443901	-0.182497
cell_000478	donor_035	0.345727	1.189622	-0.153026	-0.887292	F	1.454618	0.03812	0.004142	0.031584	0.020854	0.02122	-0.008237	0.209096	-1.682392	0.478731	-0.894239	-0.647416
cell_000479	donor_035	0.550202	-0.703069	-0.119366	-0.887292	F	1.95773	0.01747	0.004142	0.031584	0.020854	0.02122	-0.008237	1.17371	-2.183197	0.322502	0.318729	-0.818785
cell_000480	donor_035	-1.620914	-2.344343	0.942766	-0.887292	F	2.206262	0.01383	0.004142	0.031584	0.020854	0.02122	-0.008237	-0.447004	1.221047	1.962924	1.064726	1.885872
cell_000481	donor_035	-0.984995	-0.455528	-1.386442	-0.887292	F	1.913616	0.02324	0.004142	0.031584	0.020854	0.02122	-0.008237	-0.691332	-1.580084	-0.052622	0.804859	-1.85475
cell_000482	donor_035	-1.409970	-0.173838	-0.729577	-0.887292	F	2.263093	0.05181	0.004142	0.031584	0.020854	0.02122	-0.008237	-0.926457	-0.815395	0.356564	0.22762	-0.775161
cell_000483	donor_036	0.377971	0.452538	0.320850	2.118429	F	1.973721	0.05363	-0.001949	-0.006105	-0.030118	0.029435	0.014908	0.179811	-1.144805	-0.426425	-1.264789	-0.150238
cell_000484	donor_036	0.238601	1.577768	-1.067594	2.118429	F	1.761796	0.01529	-0.001949	-0.006105	-0.030118	0.029435	0.014908	-0.800489	0.690375	-0.026187	-0.226743	1.768124
cell_000485	donor_036	-0.054935	1.132690	1.264540	2.118429	F	1.565609	0.03921	-0.001949	-0.006105	-0.030118	0.029435	0.014908	0.383288	-0.368154	-0.583735	-1.181173	-0.065884
cell_000486	donor_036	-1.421764	-0.312355	1.358121	2.118429	F	1.843274	0.02987	-0.001949	-0.006105	-0.030118	0.029435	0.014908	0.307614	-1.914376	-1.363984	-0.516103	-1.098181
cell_000487	donor_036	0.508079	0.195263	-0.217685	2.118429	F	2.081829	0.00984	-0.001949	-0.006105	-0.030118	0.029435	0.014908	0.043257	0.182152	-0.122307	0.550174	-0.584912
cell_000488	donor_036	-0.383801	0.288219	-0.252374	2.118429	F	1.216243	0.02406	-0.001949	-0.006105	-0.030118	0.029435	0.014908	-0.045905	-1.003314	0.28462	0.075908	-1.198535
cell_000489	donor_036	-0.042579	0.078599	-0.678072	2.118429	F	1.687969	0.00472	-0.001949	-0.006105	-0.030118	0.029435	0.014908	-0.155059	-0.037822	0.281012	0.318119	-0.721186
cell_000490	donor_036	0.532129	2.914245	-1.776987	2.118429	F	1.201323	0.05326	-0.001949	-0.006105	-0.030118	0.029435	0.014908	0.763645	0.523056	-0.72458	-1.142697	-0.648152
cell_000491	donor_036	0.324013	-0.760190	0.577403	2.118429	F	1.75317	0.06105	-0.001949	-0.006105	-0.030118	0.029435	0.014908	-1.471648	0.208007	1.18356	1.421546	-1.089341
cell_000492	donor_036	0.046557	0.761855	1.175507	2.118429	F	2.478926	0.02179	-0.001949	-0.006105	-0.030118	0.029435	0.014908	0.786804	0.084501	-2.39594	-0.332397	-0.443683
cell_000493	donor_037	0.192421	1.132052	-2.344298	0.385702	M	1.525553	0.01702	-0.006901	0.026092	-0.012607	-0.036763	0.020147	1.210818	-0.870955	0.563064	-0.107088	-1.445809
cell_000494	donor_037	1.590452	0.375062	1.077843	0.385702	M	2.281264	0.05109	-0.006901	0.026092	-0.012607	-0.036763	0.020147	-0.552185	1.531631	-0.173371	0.905867	0.851054
cell_000495	donor_037	-1.219876	-0.830770	0.145938	0.385702	M	3.13953	0.05432	-0.006901	0.026092	-0.012607	-0.036763	0.020147	-0.448264	-1.283422	-1.151818	1.451667	0.151737
cell_000496	donor_037	-0.017038	0.283069	1.084515	0.385702	M	2.581415	0.00771	-0.006901	0.026092	-0.012607	-0.036763	0.020147	-1.733821	0.833961	-1.786851	-0.826124	0.081294
cell_000497	donor_037	-1.765220	0.973819	0.008282	0.385702	M	2.053405	0.02704	-0.006901	0.026092	-0.012607	-0.036763	0.020147	2.520419	0.816001	-0.48239	0.028314	0.919709
cell_000498	donor_037	-0.203782	-1.471115	0.503049	0.385702	M	2.343374	0.02882	-0.006901	0.026092	-0.012607	-0.036763	0.020147	1.421863	-0.247639	-0.218617	-0.830049	0.665159
cell_000499	donor_037	-2.414108	0.648394	-1.492106	0.385702	M	1.452127	0.01458	-0.006901	0.026092	-0.012607	-0.036763	0.020147	1.025972	-1.938685	-0.396806	-1.213446	0.150907
cell_000500	donor_037	0.053458	-0.119169	1.169538	0.385702	M	1.370634	0.03772	-0.006901	0.026092	-0.012607	-0.036763	0.020147	-1.237946	-1.320141	1.123519	-0.165594	-0.059906
cell_000501	donor_037	-0.178655	-0.694139	-0.506603	0.385702	M	2.011479	0.016	-0.006901	0.026092	-0.012607	-0.036763	0.020147	0.431685	0.970819	-0.418593	-0.396315	-0.392067
cell_000502	donor_037	1.272883	0.536297	-0.385630	0.385702	M	2.159444	0.01919	-0.006901	0.026092	-0.012607	-0.036763	0.020147	1.081509	-0.068135	-0.291098	0.390896	1.831254
cell_000503	donor_037	-0.236446	-1.567177	0.388474	0.385702	M	2.437762	0.02797	-0.006901	0.026092	-0.012607	-0.036763	0.020147	0.074283	-0.269447	1.942999	1.329802	1.184825
cell_000504	donor_037	-1.759816	0.751796	0.128622	0.385702	M	1.772495	0.00022	-0.006901	0.026092	-0.012607	-0.036763	0.020147	-0.500687	-0.599828	-1.834154	0.964917	0.076997
cell_000505	donor_037	2.386952	-1.100136	-0.102662	0.385702	M	2.077358	0.01113	-0.006901	0.026092	-0.012607	-0.036763	0.020147	-1.800888	1.201848	-0.337351	-0.21408	-1.512969
cell_000506	donor_037	1.798288	1.191390	-0.696212	0.385702	M	2.063645	0.04837	-0.006901	0.026092	-0.012607	-0.036763	0.020147	0.492198	0.50177	-0.047988	-0.418238	2.626468
cell_000507	donor_037	0.223967	0.001999	0.281956	0.385702	M	1.947442	0.01519	-0.006901	0.026092	-0.012607	-0.036763	0.020147	-1.203368	-0.721437	0.708257	-1.01444	-1.088207
cell_000508	donor_037	-0.698680	-0.089320	-1.598052	0.385702	M	1.97101	0.0727	-0.006901	0.026092	-0.012607	-0.036763	0.020147	1.131519	0.605192	0.484138	0.181825	-0.692153
cell_000509	donor_038	0.135123	0.450021	-0.227419	-0.433228	M	1.658118	0.06944	-0.025571	-0.003916	0.004122	0.007709	0.016968	-0.252671	-0.079075	0.846216	0.425857	-0.927843
cell_000510	donor_038	-1.615051	0.988532	0.364525	-0.433228	M	2.111883	0.01987	-0.025571	-0.003916	0.004122	0.007709	0.016968	0.789542	-1.678506	-0.320422	-1.142048	-0.857103
cell_000511	donor_038	-0.726015	-0.280600	-1.500669	-0.433228	M	2.07802	0.07678	-0.025571	-0.003916	0.004122	0.007709	0.016968	1.926586	-1.470674	-0.819194	0.510402	-0.470003
cell_000512	donor_038	-1.025410	-0.537811	1.228421	-0.433228	M	1.823995	0.04875	-0.025571	-0.003916	0.004122	0.007709	0.016968	0.155558	1.42955	0.654628	-0.468682	-0.133719
cell_000513	donor_038	-0.639503	0.640214	-0.538316	-0.433228	M	2.26631	0.01709	-0.025571	-0.003916	0.004122	0.007709	0.016968	0.530606	0.63499	0.020753	0.360609	0.361582
cell_000514	donor_038	0.247948	-0.141396	0.873057	-0.433228	M	2.411133	0.02164	-0.025571	-0.003916	0.004122	0.007709	0.016968	-0.092227	-0.605238	0.742596	0.291795	-2.08098
cell_000515	donor_038	-0.534811	-1.572528	-1.381949	-0.433228	M	2.270951	0.04376	-0.025571	-0.003916	0.004122	0.007709	0.016968	-0.825836	-0.480672	-0.201131	1.203945	3.202326
cell_000516	donor_038	-0.531877	-1.249060	0.410212	-0.433228	M	1.583023	0.03063	-0.025571	-0.003916	0.004122	0.007709	0.016968	-2.458821	0.304406	0.069586	-0.18049	0.54294
cell_000517	donor_038	-0.465768	2.374607	-1.737715	-0.433228	M	2.039858	0.03863	-0.025571	-0.003916	0.004122	0.007709	0.016968	0.149789	-0.361434	0.029243	0.556567	0.461471
cell_000518	donor_038	0.203633	-1.127953	-0.493401	-0.433228	M	1.635427	0.02542	-0.025571	-0.003916	0.004122	0.007709	0.016968	0.188632	-0.583448	2.819143	0.359513	0.762463
cell_000519	donor_038	0.141419	-2.325371	0.236826	-0.433228	M	2.038622	0.00712	-0.025571	-0.003916	0.004122	0.007709	0.016968	-0.507802	0.189574	0.181608	-1.91195	-0.716661
cell_000520	donor_038	1.902907	-0.453438	0.259808	-0.433228	M	1.636985	0.02146	-0.025571	-0.003916	0.004122	0.007709	0.016968	-0.735143	-0.600457	-1.069839	0.043856	1.397359
cell_000521	donor_038	1.024922	-0.163954	-0.580960	-0.433228	M	2.510865	0.04413	-0.025571	-0.003916	0.004122	0.007709	0.016968	0.130489	-1.18127	-1.030904	-0.377051	-1.415607
cell_000522	donor_038	-2.275736	0.640991	-0.113168	-0.433228	M	2.313333	0.02291	-0.025571	-0.003916	0.004122	0.007709	0.016968	0.304457	1.353099	-0.575904	0.076134	-0.428961
cell_000523	donor_038	-1.012684	0.126597	-0.583680	-0.433228	M	2.461196	0.02279	-0.025571	-0.003916	0.004122	0.007709	0.016968	-0.629628	0.189576	-0.663305	-0.8084	-1.619291
cell_000524	donor_038	-0.528426	0.606291	-1.338382	-0.433228	M	2.420689	0.00039	-0.025571	-0.003916	0.004122	0.007709	0.016968	0.064588	1.067009	0.707309	1.491993	-0.674515
cell_000525	donor_039	1.047315	-1.397686	-0.662701	-0.893289	F	1.89176	0.03182	0.011617	0.010998	-0.015815	0.005885	-0.030111	0.850809	-1.102633	0.709259	1.644187	0.498382
cell_000526	donor_039	1.922946	1.127355	0.097604	-0.893289	F	1.829756	0.00776	0.011617	0.010998	-0.015815	0.005885	-0.030111	1.661812	-0.598732	-0.134231	-0.915684	0.03479
cell_000527	donor_039	-0.940530	-0.529272	0.073275	-0.893289	F	2.69669	0.04837	0.011617	0.010998	-0.015815	0.005885	-0.030111	0.269674	0.026035	-0.474139	-0.490716	0.345171
cell_000528	donor_039	0.037523	-0.090871	-0.030833	-0.893289	F	1.933952	0.01532	0.011617	0.010998	-0.015815	0.005885	-0.030111	-0.159287	-1.151803	-1.897286	-0.595488	-1.382269
cell_000529	donor_039	-0.214375	-1.441979	-0.516511	-0.893289	F	1.458168	0.02409	0.011617	0.010998	-0.015815	0.005885	-0.030111	-0.83557	-0.423305	-0.146099	-0.666006	2.191201
cell_000530	donor_039	0.914624	-1.368334	-0.189556	-0.893289	F	2.402987	0.07328	0.011617	0.010998	-0.015815	0.005885	-0.030111	-1.261103	1.209212	-0.162568	-0.657526	0.587576
cell_000531	donor_039	-0.819754	0.111350	-0.388633	-0.893289	F	2.05751	0.02387	0.011617	0.010998	-0.015815	0.005885	-0.030111	-0.452878	-0.806965	1.78981	-2.19446	-0.244874
cell_000532	donor_039	1.477394	0.506583	-1.311803	-0.893289	F	2.602378	0.02119	0.011617	0.010998	-0.015815	0.005885	-0.030111	0.190072	1.408023	-0.398431	2.661015	0.759119
cell_000533	donor_039	0.671228	-0.774652	-0.576996	-0.893289	F	2.097188	0.04171	0.011617	0.010998	-0.015815	0.005885	-0.030111	-2.367293	-1.453683	0.236934	-1.143866	0.547833
cell_000534	donor_039	0.313819	-0.491747	0.892856	-0.893289	F	1.991999	0.00571	0.011617	0.010998	-0.015815	0.005885	-0.030111	-0.45373	-1.196026	-0.964589	0.851914	-2.022954
cell_000535	donor_039	-0.774510	-0.618947	-0.656371	-0.893289	F	2.610448	0.05502	0.011617	0.010998	-0.015815	0.005885	-0.030111	1.045275	1.074537	-0.331407	-1.404443	0.555864
